INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
565,5320,1,41,1,12,61617.88953,No,211159.8787,Yes,z_F,Bachelors,Professional,25.15668751,Private,13220,1,Minivan,no,0,0,No,4,8,Highly Urban/ Urban
567,4127,0,35,2,14,29249.70533,No,159238.8798,Yes,z_F,z_High School,z_Blue Collar,44.77874109,Commercial,9170,11,z_SUV,no,1881,1,No,8,7,Highly Urban/ Urban
568,7939,0,35,0,8,20949.55857,No,129611.6492,z_No,z_F,z_High School,Clerical,37.8990276,Private,7960,7,Sports Car,no,5002,1,No,0,1,Highly Urban/ Urban
570,6879,0,32,2,13,34368.34099,No,142364.859,Yes,z_F,<High School,z_Blue Collar,47.64438766,Private,7640,17,Sports Car,no,0,0,No,2,1,Highly Urban/ Urban
571,2052,0,59,0,13,61159.1377,No,208071.9469,Yes,M,Masters,,36.99312222,Commercial,19210,6,Van,yes,45254,2,Yes,9,13,Highly Urban/ Urban
572,5818,0,44,0,11,33055.76783,No,171068.4511,z_No,M,Bachelors,Clerical,51.11067672,Private,19120,3,Minivan,no,0,0,Yes,0,1,Highly Urban/ Urban
574,1691,0,47,0,10,38027.32427,No,0,z_No,M,z_High School,Professional,40.28810802,Commercial,6300,7,Pickup,yes,34506,3,Yes,5,1,Highly Urban/ Urban
575,13491.45602,0,35,2,0,0,No,0,Yes,z_F,Bachelors,Student,5,Commercial,8920,6,z_SUV,no,6031,2,No,3,5,Highly Urban/ Urban
576,3274,0,30,4,0,0,Yes,NA,z_No,M,Bachelors,Student,31.83189361,Commercial,5080,7,Pickup,yes,7784,1,No,2,6,Highly Urban/ Urban
577,39687.38342,0,37,0,11,23337.61875,No,152953.6567,Yes,z_F,<High School,z_Blue Collar,23.6486287,Private,7530,7,Sports Car,no,6566,2,No,0,5,Highly Urban/ Urban
580,32613.88277,0,63,0,13,74788.73848,No,0,z_No,z_F,Masters,Lawyer,36.73529254,Private,15280,6,z_SUV,no,2487,1,No,8,19,Highly Urban/ Urban
581,7135,0,46,0,13,65074.59782,No,0,z_No,z_F,Bachelors,Professional,32.73585128,Private,12610,1,z_SUV,no,5219,3,No,5,11,Highly Urban/ Urban
583,1290,0,37,0,12,64563.40509,No,225995.4197,Yes,M,Masters,Professional,23.69722918,Commercial,7960,3,Pickup,no,0,0,Yes,0,12,Highly Urban/ Urban
584,3633,0,42,0,10,21670.47677,No,0,z_No,z_F,<High School,Home Maker,27.07930937,Private,9800,6,z_SUV,no,5229,2,No,6,1,Highly Urban/ Urban
585,4266,0,49,0,13,32588.81105,No,169056.5311,Yes,z_F,z_High School,Professional,56.01079194,Private,17380,6,z_SUV,no,0,0,No,0,4,Highly Urban/ Urban
586,1875,1,38,2,0,0,Yes,0,z_No,z_F,<High School,Home Maker,60.4151901,Private,5300,4,Sports Car,no,0,0,No,0,4,Highly Urban/ Urban
587,4739,0,27,1,9,8407.812386,Yes,54879.67743,z_No,M,<High School,Clerical,44.65500262,Private,19900,4,Van,no,0,0,No,3,6,Highly Urban/ Urban
588,20509.4848,0,59,1,11,65456.08605,Yes,0,z_No,M,Bachelors,Professional,34.51690059,Private,17890,1,Van,no,0,0,No,0,7,Highly Urban/ Urban
589,2786,0,46,0,11,71666.60627,No,0,z_No,z_F,Bachelors,Professional,52.578254,Private,15340,1,z_SUV,no,0,0,No,0,12,Highly Urban/ Urban
590,312.6414873,1,37,4,16,74245.90658,No,237469.4143,Yes,z_F,Bachelors,z_Blue Collar,40.2602489,Commercial,11940,10,Minivan,no,5326,2,No,2,14,Highly Urban/ Urban
591,4975,0,34,3,14,113195.4723,Yes,296393.188,z_No,z_F,PhD,Lawyer,57.45261973,Private,4900,10,Sports Car,no,0,0,No,0,16,Highly Urban/ Urban
592,9540,0,54,0,14,80227.27968,No,247044.9416,Yes,z_F,Masters,Professional,22.77577117,Private,14920,1,z_SUV,no,0,0,No,2,11,Highly Urban/ Urban
593,1957,2,44,3,0,NA,No,132038.4916,Yes,z_F,z_High School,Home Maker,38.55967332,Private,5900,6,z_SUV,no,0,0,Yes,3,1,Highly Urban/ Urban
594,3261,0,40,0,11,53898.76173,No,NA,Yes,z_F,z_High School,z_Blue Collar,16.08946781,Commercial,14080,7,z_SUV,no,0,0,Yes,1,1,Highly Urban/ Urban
595,2855,0,38,0,10,26005.67111,No,0,z_No,M,z_High School,Clerical,41.834559,Commercial,5300,1,Pickup,no,8342,1,No,0,8,Highly Urban/ Urban
597,3369,1,44,1,9,20638.33349,Yes,0,z_No,z_F,<High School,Clerical,19.35969044,Private,3560,6,z_SUV,no,0,0,No,0,7,Highly Urban/ Urban
600,3000,1,40,2,15,30323.94282,Yes,0,z_No,z_F,<High School,z_Blue Collar,26.85680354,Private,11590,1,z_SUV,no,0,0,No,5,6,Highly Urban/ Urban
601,3044,1,42,1,11,4480.29159,Yes,0,z_No,z_F,z_High School,Home Maker,50.48125787,Private,1950,1,z_SUV,no,30089,1,Yes,4,1,Highly Urban/ Urban
603,5459,0,50,0,13,63799.01607,No,0,z_No,M,<High School,z_Blue Collar,42.64587323,Private,16050,1,Minivan,yes,3754,1,No,3,1,Highly Urban/ Urban
604,6123,0,41,0,NA,16108.22564,No,0,z_No,z_F,Bachelors,Student,34.24348758,Commercial,25010,6,z_SUV,no,39315,1,Yes,0,9,Highly Urban/ Urban
606,3570,0,46,0,10,35677.98652,No,NA,z_No,z_F,Bachelors,Student,73.4442302,Commercial,12610,14,z_SUV,no,0,0,No,0,8,Highly Urban/ Urban
607,4373,0,57,0,12,100768.9132,No,0,z_No,z_F,Bachelors,Professional,31.20167063,Private,11580,6,z_SUV,no,6712,1,No,4,12,Highly Urban/ Urban
608,2950,0,51,0,11,51604.86287,No,0,z_No,M,<High School,z_Blue Collar,40.77570697,Private,15100,4,Minivan,yes,30605,1,Yes,5,7,Highly Urban/ Urban
609,706,0,39,1,13,77888.71973,No,217052.8569,Yes,z_F,Bachelors,z_Blue Collar,43.80706929,Commercial,9290,6,z_SUV,no,0,0,No,0,10,Highly Urban/ Urban
610,16798.0626,0,42,0,12,31092.89953,No,159141.4416,Yes,z_F,<High School,Clerical,9.361929848,Private,13550,10,Sports Car,no,5029,3,No,2,5,Highly Urban/ Urban
611,5275,0,59,0,13,63969.47804,No,187263.082,z_No,z_F,z_High School,z_Blue Collar,42.2350193,Commercial,16210,4,Pickup,no,4733,3,No,11,1,Highly Urban/ Urban
612,5641,4,45,5,0,0,Yes,0,z_No,z_F,<High School,Student,38.38621801,Private,7920,6,Sports Car,no,5288,2,No,3,NA,z_Highly Rural/ Rural
613,1338,0,41,0,13,39644.70549,No,150503.2076,Yes,z_F,z_High School,Clerical,47.53279284,Private,20800,14,Sports Car,no,0,0,No,0,5,Highly Urban/ Urban
614,2907.273642,1,60,2,15,151225.3634,No,416062.2722,Yes,z_F,PhD,Doctor,45.95669288,Private,10560,6,Sports Car,no,0,0,No,3,13,Highly Urban/ Urban
615,2934,0,35,3,12,20985.7671,Yes,0,z_No,z_F,z_High School,z_Blue Collar,37.01447395,Commercial,7100,11,Minivan,no,0,0,No,2,NA,Highly Urban/ Urban
616,5118,2,36,2,9,69433.71819,No,230608.6303,Yes,M,Bachelors,z_Blue Collar,48.81820618,Private,3860,4,Minivan,yes,3367,2,No,0,7,Highly Urban/ Urban
618,2166,0,60,2,15,3004.913616,Yes,125808.9034,z_No,z_F,z_High School,Home Maker,5,Private,11640,17,z_SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
620,774.3077738,0,50,0,13,68194.05093,No,0,z_No,z_F,Bachelors,z_Blue Collar,69.09167296,Commercial,13920,4,z_SUV,no,3800,2,No,2,10,Highly Urban/ Urban
621,6332,1,37,3,13,91450.45911,No,284852.891,Yes,M,Bachelors,Professional,47.30258899,Private,10650,1,Pickup,yes,27439,2,Yes,3,1,Highly Urban/ Urban
622,3554,0,52,0,11,56582.27782,No,0,z_No,z_F,<High School,Clerical,47.1462926,Private,21460,13,z_SUV,no,1606,2,No,1,6,Highly Urban/ Urban
623,3388,1,41,1,11,63989.30948,No,212476.5928,Yes,z_F,Bachelors,Manager,41.00296563,Private,5600,1,z_SUV,no,37404,2,No,0,11,Highly Urban/ Urban
624,5146,2,37,2,13,141969.4268,Yes,0,z_No,z_F,PhD,Manager,50.45770481,Private,19400,3,z_SUV,no,0,0,No,3,16,Highly Urban/ Urban
625,2668,0,30,0,0,0,No,0,z_No,M,z_High School,Student,25.23527968,Commercial,4500,1,Pickup,yes,2409,3,No,3,9,Highly Urban/ Urban
626,5349,0,51,0,14,175218.5775,No,477999.3939,Yes,z_F,Masters,Manager,21.63689927,Private,6600,8,z_SUV,no,0,0,No,0,15,Highly Urban/ Urban
627,2532,0,36,2,NA,51969.4598,No,221596.1128,Yes,M,Bachelors,Clerical,55.47202493,Private,1500,16,Minivan,yes,3488,4,No,0,7,Highly Urban/ Urban
628,45191.30399,0,59,0,10,NA,No,0,Yes,z_F,z_High School,Student,33.99499618,Commercial,11600,6,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
629,5667,0,53,1,NA,31204.97029,No,170358.168,Yes,z_F,z_High School,Clerical,26.97755124,Private,12080,1,Sports Car,no,0,0,No,0,6,Highly Urban/ Urban
631,3036,0,46,0,11,68126.0269,No,214584.0131,Yes,z_F,Bachelors,Professional,51.82742092,Private,12910,1,z_SUV,no,0,0,Yes,3,6,Highly Urban/ Urban
632,3110,0,26,3,0,0,No,50963.68398,Yes,z_F,Bachelors,Home Maker,41.65116928,Private,4100,1,z_SUV,no,2621,2,No,6,8,Highly Urban/ Urban
633,1453,3,40,3,12,47455.72357,No,165011.6151,Yes,M,z_High School,z_Blue Collar,36.23284041,Commercial,25920,1,Panel Truck,no,3402,1,No,0,5,Highly Urban/ Urban
635,5443,0,39,3,16,22626.293,No,60717.61357,Yes,z_F,<High School,z_Blue Collar,46.42859842,Commercial,19950,1,Pickup,no,6937,1,No,7,7,Highly Urban/ Urban
636,4847,1,43,1,8,199865.7469,Yes,0,z_No,M,Masters,,33.39142975,Commercial,25510,6,Panel Truck,yes,0,0,No,1,15,Highly Urban/ Urban
637,773.0775512,1,38,1,6,NA,No,113407.9396,Yes,z_F,<High School,Clerical,52.38581494,Private,7340,7,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
638,7485,1,34,4,14,58991.19647,No,162308.6335,Yes,M,z_High School,z_Blue Collar,60.68303597,Commercial,5490,13,Pickup,no,1423,1,No,0,NA,Highly Urban/ Urban
639,1347,0,51,0,7,141546.0443,No,351284.9184,z_No,M,PhD,Manager,17.62890308,Commercial,29330,4,Panel Truck,yes,1184,2,No,4,NA,Highly Urban/ Urban
640,3034,0,35,2,8,47796.61578,Yes,0,z_No,z_F,Bachelors,Professional,23.3975105,Private,1500,6,z_SUV,no,41303,2,Yes,4,6,Highly Urban/ Urban
641,4271.398549,0,43,0,NA,49020.74714,No,177126.8332,z_No,M,z_High School,Professional,48.63154954,Commercial,10700,1,Pickup,no,0,0,Yes,2,1,Highly Urban/ Urban
642,6685.403408,1,53,1,11,12824.23658,Yes,0,z_No,z_F,z_High School,Student,48.12122373,Commercial,16720,6,z_SUV,no,9851,3,No,8,10,Highly Urban/ Urban
644,6386,0,36,2,12,69546.24968,No,186299.5389,Yes,z_F,z_High School,z_Blue Collar,32.61506895,Commercial,12050,1,Sports Car,no,5106,2,No,1,1,Highly Urban/ Urban
646,6208,0,54,0,12,27354.36131,No,0,z_No,z_F,Bachelors,z_Blue Collar,18.72963524,Commercial,9640,1,z_SUV,no,0,0,No,2,9,Highly Urban/ Urban
648,4903,0,47,0,14,19778.56343,No,96106.86604,z_No,M,<High School,z_Blue Collar,49.89273914,Commercial,25250,4,Panel Truck,yes,0,0,No,2,1,z_Highly Rural/ Rural
650,4296,0,36,0,9,60846.98098,No,211273.292,z_No,z_F,Bachelors,z_Blue Collar,30.94963792,Private,8560,4,z_SUV,no,6295,3,No,5,3,Highly Urban/ Urban
651,2777,0,39,0,11,57744.08648,No,213238.9171,Yes,z_F,z_High School,z_Blue Collar,44.87180953,Commercial,11170,1,z_SUV,no,0,0,No,3,8,Highly Urban/ Urban
652,4298,0,52,0,10,5.285929008,No,0,z_No,M,Bachelors,Student,37.57681443,Commercial,6700,1,Pickup,yes,4824,3,No,0,11,Highly Urban/ Urban
653,2536,1,57,2,15,79052.64451,No,NA,Yes,z_F,Masters,Lawyer,57.35066537,Private,15110,7,Sports Car,no,3795,3,No,6,12,Highly Urban/ Urban
654,1009,0,41,3,12,48761.59472,No,176945.6609,Yes,z_F,z_High School,Clerical,26.06791155,Private,28090,1,Minivan,no,3996,2,No,4,12,Highly Urban/ Urban
655,5723,0,39,0,4,102051.585,No,237340.784,z_No,M,PhD,Manager,20.56995255,Private,7020,6,Pickup,yes,0,0,No,1,16,Highly Urban/ Urban
659,2774,0,41,0,5,53292.82344,No,0,z_No,z_F,z_High School,z_Blue Collar,45.5328609,Commercial,6830,6,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
660,3997,0,26,2,13,989.376123,No,0,Yes,z_F,<High School,Student,23.66357526,Private,4200,10,z_SUV,no,25081,2,Yes,3,1,Highly Urban/ Urban
661,8496,0,42,0,NA,7803.715389,No,0,z_No,z_F,z_High School,Student,25.47771274,Private,6480,1,z_SUV,no,4400,1,No,2,8,Highly Urban/ Urban
662,291.7285708,2,41,4,0,0,Yes,0,z_No,z_F,Masters,Home Maker,53.14254381,Private,1500,6,Sports Car,no,1433,2,No,5,NA,Highly Urban/ Urban
663,6431,1,51,1,8,NA,No,253662.3883,Yes,M,z_High School,z_Blue Collar,5,Commercial,12430,1,Minivan,yes,9000,1,No,0,11,Highly Urban/ Urban
664,9388,2,38,2,0,0,No,0,Yes,M,z_High School,Student,21.90279368,Commercial,5300,4,Pickup,yes,0,0,No,8,1,Highly Urban/ Urban
665,785,0,51,0,14,37097.52153,No,NA,z_No,M,Masters,,23.82583133,Commercial,10310,7,Pickup,yes,9736,3,No,2,19,Highly Urban/ Urban
666,4229,0,31,0,5,11424.80093,No,0,z_No,z_F,<High School,Clerical,39.89632617,Private,4780,3,z_SUV,no,2168,2,No,2,6,Highly Urban/ Urban
668,6767,3,40,4,10,147646.5342,Yes,385797.6567,z_No,M,PhD,Professional,12.30481352,Commercial,28870,3,Panel Truck,yes,1449,2,No,3,25,Highly Urban/ Urban
669,6464,0,29,3,13,24364.77057,Yes,0,z_No,z_F,z_High School,Student,9.156564713,Commercial,6840,7,z_SUV,no,36744,1,Yes,2,1,Highly Urban/ Urban
670,6515,2,43,3,12,53073.29713,Yes,213524.6434,z_No,z_F,Masters,Lawyer,38.53955555,Private,23100,10,Pickup,no,5328,4,No,5,13,Highly Urban/ Urban
671,3840,0,35,0,10,71379.12131,No,0,z_No,M,Bachelors,z_Blue Collar,33.61676337,Commercial,22010,10,Van,yes,31039,2,Yes,3,9,Highly Urban/ Urban
672,2527,0,49,0,13,37413.70912,No,185993.1803,Yes,z_F,z_High School,z_Blue Collar,32.1366998,Commercial,10260,3,z_SUV,no,7105,2,No,9,1,Highly Urban/ Urban
673,19970.2051,0,31,1,9,83316.08077,Yes,239711.2839,z_No,z_F,z_High School,Professional,12.30472937,Commercial,37720,6,Panel Truck,no,0,0,No,5,1,Highly Urban/ Urban
674,6879,1,43,2,12,83802.99556,Yes,285833.4738,z_No,z_F,z_High School,z_Blue Collar,30.9851108,Commercial,19050,7,z_SUV,no,1670,2,No,2,NA,z_Highly Rural/ Rural
675,1499.177518,0,37,0,13,NA,No,143166.9068,Yes,z_F,z_High School,Clerical,35.66166831,Private,7550,6,z_SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
676,3291,0,51,0,7,26114.12061,No,0,z_No,z_F,Masters,Lawyer,36.36103994,Private,9780,6,Minivan,no,1867,2,No,0,8,Highly Urban/ Urban
677,6170,1,44,2,NA,63215.23887,No,202136.2304,Yes,z_F,Bachelors,Professional,9.171136806,Private,12930,6,z_SUV,no,7746,1,No,5,10,Highly Urban/ Urban
678,4236,0,42,3,16,35586.00434,No,125316.8433,Yes,M,z_High School,Clerical,28.86447853,Commercial,5060,10,Pickup,no,24208,1,Yes,5,1,Highly Urban/ Urban
679,8107.425986,0,27,3,11,14460.78786,No,108045.7623,Yes,z_F,z_High School,Clerical,29.57945418,Private,9990,1,z_SUV,no,0,0,Yes,2,1,Highly Urban/ Urban
680,6111,0,44,3,15,NA,No,155177.7724,Yes,z_F,Masters,Lawyer,38.87051553,Private,15270,10,Minivan,no,0,0,No,0,16,Highly Urban/ Urban
681,3514,1,37,3,6,29251.26305,Yes,NA,z_No,z_F,<High School,Clerical,36.5762323,Private,22300,12,Minivan,no,0,0,No,0,5,Highly Urban/ Urban
682,5342,1,60,1,7,102339.1438,Yes,0,z_No,z_F,PhD,,8.960475746,Commercial,27420,10,Van,no,0,0,No,8,11,Highly Urban/ Urban
683,5488,0,46,0,13,26411.68548,No,140130.8963,Yes,M,z_High School,Clerical,42.5072013,Commercial,10060,1,Pickup,yes,8636,3,No,5,7,Highly Urban/ Urban
684,5027,0,37,2,14,83418.89598,No,297024.4336,Yes,z_F,z_High School,z_Blue Collar,32.54695544,Commercial,9840,10,Sports Car,no,3771,3,No,3,1,Highly Urban/ Urban
685,3673.656863,0,42,1,12,80130.04921,No,231747.334,Yes,M,z_High School,z_Blue Collar,5.613312598,Commercial,5700,4,Minivan,yes,34020,1,Yes,9,1,Highly Urban/ Urban
686,3180,0,46,0,11,98571.71723,No,0,z_No,M,Bachelors,z_Blue Collar,26.8305668,Commercial,17020,1,Van,no,4538,2,No,7,10,Highly Urban/ Urban
687,3439,1,37,2,13,80183.30056,Yes,0,z_No,z_F,Bachelors,z_Blue Collar,21.57403094,Commercial,15500,4,Minivan,no,8385,1,No,7,12,Highly Urban/ Urban
688,5430,0,22,0,0,0,No,0,z_No,M,<High School,Student,22.19883368,Private,3700,3,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
689,3736,0,60,0,0,0,No,108147.6501,Yes,z_F,<High School,Student,30.34137601,Private,7500,4,z_SUV,no,8739,1,No,4,1,Highly Urban/ Urban
690,3140,0,49,0,10,43675.71843,No,NA,z_No,z_F,z_High School,z_Blue Collar,21.82028039,Commercial,10770,4,z_SUV,no,9230,1,No,3,7,Highly Urban/ Urban
691,4482,0,36,2,10,27369.88305,Yes,0,z_No,M,z_High School,z_Blue Collar,25.21964952,Commercial,13670,4,Minivan,no,4318,1,No,3,7,Highly Urban/ Urban
694,243.4922772,0,47,0,7,69495.53694,No,0,z_No,M,z_High School,Professional,43.13274907,Commercial,24310,10,Panel Truck,yes,0,0,No,0,NA,Highly Urban/ Urban
695,20882.80003,0,49,0,10,41067.65715,No,0,z_No,M,z_High School,z_Blue Collar,27.92922963,Commercial,21130,6,Van,yes,7463,2,No,0,1,Highly Urban/ Urban
696,2610,0,45,1,9,51220.51956,No,166715.4041,Yes,M,<High School,Clerical,50.76261115,Private,16550,1,Minivan,yes,0,0,No,1,6,Highly Urban/ Urban
697,5692,0,32,1,11,6622.206423,No,0,Yes,z_F,z_High School,Student,22.39025112,Private,1500,6,Sports Car,no,0,0,No,0,7,Highly Urban/ Urban
701,2235,0,51,0,NA,104346.48,No,319207.339,Yes,z_F,z_High School,z_Blue Collar,33.1915391,Commercial,24860,17,Minivan,no,2131,1,No,3,1,Highly Urban/ Urban
702,1187,1,41,1,10,96165.83544,No,241381.9404,Yes,z_F,Masters,Lawyer,28.82666724,Private,15220,1,z_SUV,no,0,0,Yes,1,8,Highly Urban/ Urban
703,294.6810225,0,56,0,9,47847.10382,No,178444.809,Yes,z_F,Bachelors,z_Blue Collar,49.24970968,Commercial,11880,1,Sports Car,no,0,0,No,4,12,Highly Urban/ Urban
705,4550,0,31,1,11,38452.70389,Yes,163601.9537,z_No,z_F,z_High School,z_Blue Collar,8.509058995,Commercial,17360,6,Pickup,no,8153,1,No,8,1,Highly Urban/ Urban
706,3149,0,53,0,0,NA,No,0,z_No,z_F,Masters,Home Maker,47.89725783,Commercial,41470,11,Panel Truck,no,1797,3,No,4,13,Highly Urban/ Urban
710,7084,0,42,0,11,50008.67363,No,0,z_No,M,Masters,,64.37922267,Commercial,17000,1,Van,no,0,0,No,3,14,Highly Urban/ Urban
711,1131.347436,0,52,0,12,37387.96163,No,0,z_No,M,<High School,z_Blue Collar,26.39059038,Commercial,7310,4,Pickup,yes,19685,3,Yes,4,1,Highly Urban/ Urban
712,4361,0,45,0,10,61696.3365,No,207861.8052,Yes,M,Bachelors,Professional,43.19638462,Private,18090,4,Van,yes,0,0,Yes,1,12,Highly Urban/ Urban
715,4446,0,27,1,12,22251.8547,Yes,0,z_No,z_F,<High School,z_Blue Collar,33.04209387,Private,14070,1,z_SUV,no,0,0,No,1,7,Highly Urban/ Urban
717,3007,0,40,0,7,30630.64822,No,0,z_No,M,<High School,z_Blue Collar,50.39422094,Commercial,11510,4,Pickup,yes,981,3,No,5,1,Highly Urban/ Urban
719,2551.231451,0,57,0,10,28617.44902,No,183202.0224,Yes,z_F,z_High School,Clerical,39.9419916,Private,17850,6,z_SUV,no,8579,2,No,5,7,Highly Urban/ Urban
720,1205.503219,0,38,1,12,48793.32804,Yes,0,z_No,M,z_High School,z_Blue Collar,33.61679381,Private,4900,4,Pickup,yes,0,0,No,0,6,z_Highly Rural/ Rural
721,3748,0,25,2,12,26906.45073,Yes,0,z_No,z_F,z_High School,Clerical,10.14830223,Private,4000,1,Sports Car,no,23451,2,Yes,8,8,Highly Urban/ Urban
723,4519,0,50,0,7,72306.26486,No,193868.465,Yes,M,Masters,Lawyer,56.74496257,Private,14500,1,Minivan,yes,9583,1,No,0,12,Highly Urban/ Urban
724,39728.79909,2,41,2,12,64957.26007,No,209019.3468,Yes,M,Masters,,46.95986319,Commercial,12100,5,Pickup,no,6936,2,No,8,7,Highly Urban/ Urban
725,18460.84596,0,52,0,0,0,No,0,z_No,z_F,PhD,Home Maker,40.60921906,Private,6400,1,Sports Car,no,6966,4,No,5,11,Highly Urban/ Urban
726,1760,1,36,1,8,90885.8932,Yes,0,z_No,z_F,Masters,Lawyer,46.32012212,Private,30790,1,Pickup,no,11692,1,No,1,17,Highly Urban/ Urban
727,4370,0,52,0,14,7355.771577,No,0,Yes,M,z_High School,Student,20.11686674,Private,3030,1,Minivan,no,6796,2,No,0,7,Highly Urban/ Urban
728,3993,0,46,0,7,71868.88775,No,246071.3672,z_No,M,Masters,Professional,20.39284955,Commercial,11180,17,Pickup,no,4839,3,No,7,15,Highly Urban/ Urban
730,6804.319105,0,53,0,12,72536.68147,No,0,z_No,M,Bachelors,z_Blue Collar,23.08808897,Commercial,18880,1,Van,yes,0,0,No,3,1,Highly Urban/ Urban
732,8641.300684,0,67,1,14,NA,No,219317.6302,Yes,z_F,z_High School,Professional,66.04602669,Private,12690,1,z_SUV,no,21525,2,Yes,3,1,Highly Urban/ Urban
734,2091,0,34,1,0,0,Yes,0,z_No,z_F,z_High School,Home Maker,21.96768676,Private,10510,4,z_SUV,no,4422,3,No,9,1,Highly Urban/ Urban
735,2186,0,35,0,12,58310.32969,No,0,z_No,M,z_High School,z_Blue Collar,33.12914432,Private,8470,1,Pickup,no,0,0,No,2,1,Highly Urban/ Urban
736,3404,0,41,0,11,NA,No,0,z_No,z_F,Bachelors,z_Blue Collar,48.83699909,Commercial,13070,6,Sports Car,no,2932,3,No,7,13,Highly Urban/ Urban
737,4267,0,44,0,NA,0,No,0,z_No,z_F,Masters,Home Maker,27.47655092,Private,5900,4,z_SUV,no,0,0,No,2,11,Highly Urban/ Urban
738,8812.242627,0,37,0,10,NA,No,0,z_No,M,z_High School,z_Blue Collar,21.27273768,Commercial,8360,1,Pickup,yes,17775,2,Yes,0,11,Highly Urban/ Urban
739,2635,0,34,3,5,42025.1725,No,138760.0227,Yes,M,z_High School,z_Blue Collar,37.60349989,Commercial,4900,1,Pickup,no,0,0,No,0,9,Highly Urban/ Urban
740,1941,1,37,2,13,NA,Yes,0,z_No,z_F,z_High School,z_Blue Collar,61.60320818,Commercial,16790,1,Minivan,no,17919,2,Yes,7,NA,Highly Urban/ Urban
741,3501,0,46,0,12,24139.23645,No,0,z_No,M,<High School,Clerical,41.2977838,Commercial,8510,4,Pickup,no,0,0,No,4,1,Highly Urban/ Urban
742,4056,0,39,0,7,36140.80339,No,0,z_No,M,z_High School,z_Blue Collar,27.076287,Commercial,15820,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
743,3846,0,47,0,12,40363.34363,No,NA,z_No,M,z_High School,z_Blue Collar,36.04529196,Commercial,11120,1,Pickup,yes,30981,2,Yes,2,1,Highly Urban/ Urban
744,6787,0,38,0,15,61749.0766,No,138680.638,Yes,M,Bachelors,Professional,20.55113353,Private,16800,6,Minivan,no,1191,3,No,2,NA,Highly Urban/ Urban
745,4715,0,48,0,13,45819.41771,No,161548.5584,Yes,M,z_High School,Manager,26.51935056,Private,6080,6,Pickup,no,25622,1,Yes,4,9,Highly Urban/ Urban
749,4052,0,37,2,12,35738.42229,No,138609.8848,Yes,z_F,z_High School,Clerical,46.36166558,Private,12900,1,z_SUV,no,0,0,No,1,1,Highly Urban/ Urban
750,6932,2,42,2,8,57378.64815,Yes,0,z_No,z_F,z_High School,z_Blue Collar,37.03324981,Commercial,20040,1,Sports Car,no,0,0,Yes,2,1,Highly Urban/ Urban
751,3066,0,34,1,9,37363.85278,Yes,173675.1772,z_No,z_F,Masters,Lawyer,49.21741021,Private,8640,8,z_SUV,no,43725,3,Yes,1,1,Highly Urban/ Urban
752,5453,1,49,1,12,128328.8126,No,380183.4643,Yes,z_F,Masters,Lawyer,43.84348881,Private,23000,1,Sports Car,no,1448,2,No,6,18,Highly Urban/ Urban
754,2843,0,46,0,6,51624.15677,No,209829.5398,Yes,z_F,Masters,Home Maker,39.46826309,Private,12850,1,z_SUV,no,5863,3,No,4,21,Highly Urban/ Urban
755,9117,0,27,1,11,27956.75704,Yes,0,z_No,M,z_High School,Clerical,28.14672477,Private,3770,1,Minivan,no,5581,3,No,2,10,z_Highly Rural/ Rural
756,2641,0,47,0,13,NA,No,0,Yes,M,z_High School,Student,17.52323003,Commercial,6880,6,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
758,1379,0,45,0,12,16081.80781,No,NA,Yes,M,<High School,Clerical,38.02023126,Commercial,9580,4,Pickup,yes,4253,1,No,0,1,Highly Urban/ Urban
759,5525,0,41,0,11,21589.29692,No,134865.2243,z_No,z_F,<High School,Clerical,54.83610228,Private,25700,4,Minivan,no,0,0,No,1,1,Highly Urban/ Urban
760,5745,0,41,0,8,60313.57931,No,NA,Yes,M,Bachelors,z_Blue Collar,9.156074525,Private,9350,1,Minivan,yes,4265,1,No,2,10,Highly Urban/ Urban
761,13003.1547,0,53,0,0,0,No,0,Yes,z_F,z_High School,Student,31.17830398,Commercial,12530,6,Minivan,no,2796,2,No,7,4,Highly Urban/ Urban
762,5185,2,58,3,18,9750.199009,No,0,Yes,M,<High School,Student,50.36462691,Private,2480,1,Minivan,yes,3741,2,Yes,3,1,Highly Urban/ Urban
764,5013,0,36,0,11,34329.44553,No,156793.0143,Yes,M,<High School,z_Blue Collar,56.48374832,Commercial,8530,9,Pickup,yes,743,2,No,2,1,Highly Urban/ Urban
765,2519,0,39,0,12,33570.25764,No,189197.2046,z_No,M,Bachelors,Clerical,43.53916937,Private,7410,1,Pickup,no,0,0,Yes,4,11,z_Highly Rural/ Rural
